Epoch,Loss,Accuracy
0,0.6931,50.3947
1,0.6931,50.3947
2,0.6931,50.3947
3,0.6931,50.3947
4,0.6931,50.3947
5,0.6931,50.3947
6,0.6931,50.3947
7,0.6931,50.3947
8,0.6931,50.3947
9,0.6931,50.3947
10,0.6931,50.3947
11,0.6931,50.3947
12,0.6931,50.3947
13,0.6931,50.3947
14,0.6931,50.3947
15,0.6931,50.3947
16,0.6931,50.3947
17,0.6931,50.3947
18,0.6931,50.3947
19,0.6931,50.3947
20,0.6931,50.3947
21,0.6931,50.3947
22,0.6931,50.3947
23,0.6931,50.3947
24,0.6931,50.3947
25,0.6931,50.3947
26,0.6931,50.3947
27,0.6931,50.3947
28,0.6931,50.3947
29,0.6931,50.3947
30,0.6931,50.3947
31,0.6931,50.3947
32,0.6931,50.3947
33,0.6931,50.3947
34,0.6931,50.3947
35,0.6931,50.3947
36,0.6931,50.3947
37,0.6931,50.3947
38,0.6931,50.3947
39,0.6931,50.3947
40,0.6931,50.3947
41,0.6931,50.3947
42,0.6931,50.3947
43,0.6931,50.3947
44,0.6931,50.3947
45,0.6931,50.3947
46,0.6931,50.3947
47,0.6931,50.3947
48,0.6931,50.3947
49,0.6931,50.3947
50,0.6931,50.3947
51,0.6931,50.3947
52,0.6931,50.3947
53,0.6931,50.3947
54,0.6931,50.3947
55,0.6931,50.3947
56,0.6931,50.3947
57,0.6931,50.3947
58,0.6931,50.3947
59,0.6931,50.3947
60,0.6931,50.3947
61,0.6931,50.3947
62,0.6931,50.3947
63,0.6931,50.3947
64,0.6931,50.3947
65,0.6931,50.3947
66,0.6931,50.3947
67,0.6931,50.3947
68,0.6931,50.3947
69,0.6931,50.3947
70,0.6931,50.3947
71,0.6931,50.3947
72,0.6931,50.3947
73,0.6931,50.3947
74,0.6931,50.3947
75,0.6931,50.3947
76,0.6931,50.3947
77,0.6931,50.3947
78,0.6931,50.3947
79,0.6931,50.3947
80,0.6931,50.3947
81,0.6931,50.3947
82,0.6931,50.3947
83,0.6931,50.3947
84,0.6931,50.3947
85,0.6931,50.3947
86,0.6931,50.3947
87,0.6931,50.3947
88,0.6931,50.3947
89,0.6931,50.3947
90,0.6931,50.3947
91,0.6931,50.3947
92,0.6931,50.3947
93,0.6931,50.3947
94,0.6931,50.3947
95,0.6931,50.3947
96,0.6931,50.3947
97,0.6931,50.3947
98,0.6931,50.3947
99,0.6931,50.3947
100,0.6931,50.3947
101,0.6931,50.3947
102,0.6931,50.3947
103,0.6931,50.3947
104,0.6931,50.3947
105,0.6931,50.3947
106,0.6931,50.3947
107,0.6931,50.3947
108,0.6931,50.3947
109,0.6931,50.3947
110,0.6931,50.3947
111,0.6931,50.3947
112,0.6931,50.3947
113,0.6931,50.3947
114,0.6931,50.3947
115,0.6931,50.3947
116,0.6931,50.3947
117,0.6931,50.3947
118,0.6931,50.3947
119,0.6931,50.3947
120,0.6931,50.3947
121,0.6931,50.3947
122,0.6931,50.3947
123,0.6931,50.3947
124,0.6931,50.3947
125,0.6931,50.3947
126,0.6931,50.3947
127,0.6931,50.3947
128,0.6931,50.3947
129,0.6931,50.3947
130,0.6931,50.3947
131,0.6931,50.3947
132,0.6931,50.3947
133,0.6931,50.3947
134,0.6931,50.3947
135,0.6931,50.3947
136,0.6931,50.3947
137,0.6931,50.3947
138,0.6931,50.3947
139,0.6931,50.3947
140,0.6931,50.3947
141,0.6931,50.3947
142,0.6931,50.3947
143,0.6931,50.3947
144,0.6931,50.3947
145,0.6931,50.3947
146,0.6931,50.3947
147,0.6931,50.3947
148,0.6931,50.3947
149,0.6931,50.3947
150,0.6931,50.3947
151,0.6931,50.3947
152,0.6931,50.3947
153,0.6931,50.3947
154,0.6931,50.3947
155,0.6931,50.3947
156,0.6931,50.3947
157,0.6931,50.3947
158,0.6931,50.3947
159,0.6931,50.3947
160,0.6931,50.3947
161,0.6931,50.3947
162,0.6931,50.3947
163,0.6931,50.3947
164,0.6931,50.3947
165,0.6931,50.3947
166,0.6931,50.3947
167,0.6931,50.3947
168,0.6931,50.3947
169,0.6931,50.3947
170,0.6931,50.3947
171,0.6931,50.3947
172,0.6931,50.3947
173,0.6931,50.3947
174,0.6931,50.3947
175,0.6931,50.3947
176,0.6931,50.3947
177,0.6931,50.3947
178,0.6931,50.3947
179,0.6931,50.3947
180,0.6931,50.3947
181,0.6931,50.3947
182,0.6931,50.3947
183,0.6931,50.3947
184,0.6931,50.3947
185,0.6931,50.3947
186,0.6931,50.3947
187,0.6931,50.3947
188,0.6931,50.3947
189,0.6931,50.3947
190,0.6931,50.3947
191,0.6931,50.3947
192,0.6931,50.3947
193,0.6931,50.3947
194,0.6931,50.3947
195,0.6931,50.3947
196,0.6931,50.3947
197,0.6931,50.3947
198,0.6931,50.3947
199,0.6931,50.3947
200,0.6931,50.3947
201,0.6931,50.3947
202,0.6931,50.3947
203,0.6931,50.3947
204,0.6931,50.3947
205,0.6931,50.3947
206,0.6931,50.3947
207,0.6931,50.3947
208,0.6931,50.3947
209,0.6931,50.3947
210,0.6931,50.3947
211,0.6931,50.3947
212,0.6931,50.3947
213,0.6931,50.3947
214,0.6931,50.3947
215,0.6931,50.3947
216,0.6931,50.3947
217,0.6931,50.3947
218,0.6931,50.3947
219,0.6931,50.3947
220,0.6931,50.3947
221,0.6931,50.3947
222,0.6931,50.3947
223,0.6931,50.3947
224,0.6931,50.3947
225,0.6931,50.3947
226,0.6931,50.3947
227,0.6931,50.3947
228,0.6931,50.3947
229,0.6931,50.3947
230,0.6931,50.3947
231,0.6931,50.3947
232,0.6931,50.3947
233,0.6931,50.3947
234,0.6931,50.3947
235,0.6931,50.3947
236,0.6931,50.3947
237,0.6931,50.3947
238,0.6931,50.3947
239,0.6931,50.3947
240,0.6931,50.3947
241,0.6931,50.3947
242,0.6931,50.3947
243,0.6931,50.3947
244,0.6931,50.3947
245,0.6931,50.3947
246,0.6931,50.3947
247,0.6931,50.3947
248,0.6931,50.3947
249,0.6931,50.3947
250,0.6931,50.3947
251,0.6931,50.3947
252,0.6931,50.3947
253,0.6931,50.3947
254,0.6931,50.3947
255,0.6931,50.3947
